ID Cycle SensorMeasure2 SensorMeasure3 SensorMeasure4 SensorMeasure7 SensorMeasure8 SensorMeasure9 SensorMeasure11 SensorMeasure12 SensorMeasure13 SensorMeasure14 SensorMeasure15 SensorMeasure17 SensorMeasure20 SensorMeasure21
19 111 642.53 1593.73 1398.68 558.83 2388.06 9068.8 47.32 525.78 2388.11 8147.66 8.3656 390 39.21 23.58
19 112 642.33 1595.79 1399.22 558.31 2388.13 9065.04 47.25 525.34 2388.09 8146.34 8.3064 393 39.2 23.5313
19 113 642.37 1593.93 1399.27 558.22 2388.08 9072.07 47.31 525.87 2388.14 8153.85 8.3857 393 39.37 23.4877
19 114 642.29 1586.85 1405.38 558.17 2388.11 9074.97 47.27 526.62 2388.12 8145.88 8.3781 392 39.31 23.5245
19 115 642.1 1581.99 1399.37 558.12 2388.12 9071.89 47.29 525.42 2388.1 8150.39 8.3575 392 38.96 23.5711
19 116 642.21 1581.33 1401.52 558.76 2388.11 9068.15 47.37 525.96 2388.14 8150.67 8.357 392 39.04 23.5606
19 117 642.04 1593.7 1404.77 558.53 2388.13 9071.59 47.31 526.29 2388.14 8151.07 8.3151 393 39.16 23.4495
19 118 642.78 1583.91 1402.49 558.71 2388.08 9068.68 47.43 526.13 2388.13 8153.6 8.3364 392 39.17 23.469
19 119 642.56 1584.57 1402.51 558.37 2388.09 9063.25 47.4 525.55 2388.09 8148.2 8.3427 392 39.13 23.5319
19 120 642.7 1592.7 1399.3 558.0 2388.11 9062.4 47.34 525.93 2388.13 8149.15 8.3405 391 39.32 23.6475
19 121 642.72 1589.68 1403.86 557.91 2388.13 9065.33 47.4 526.4 2388.06 8149.77 8.3213 391 39.17 23.5545
19 122 642.63 1579.67 1402.67 558.49 2388.09 9066.76 47.42 526.59 2388.11 8150.44 8.3266 392 39.34 23.7121
19 123 642.94 1590.89 1402.73 557.92 2388.13 9065.46 47.58 526.47 2388.16 8150.49 8.3433 393 38.92 23.5323
19 124 642.14 1589.97 1404.73 557.8 2388.16 9062.95 47.32 526.31 2388.11 8145.55 8.3413 393 39.22 23.4959
19 125 642.51 1589.66 1396.66 558.45 2388.15 9069.9 47.34 526.96 2388.19 8146.8 8.3042 393 39.28 23.5534
19 126 642.66 1586.16 1399.25 558.48 2388.17 9068.71 47.34 526.07 2388.14 8151.23 8.3373 391 39.24 23.6298
19 127 642.88 1586.87 1399.59 558.6 2388.15 9067.28 47.31 527.07 2388.13 8150.75 8.3309 393 39.31 23.4805
19 128 642.35 1591.06 1398.27 559.24 2388.17 9073.56 47.37 525.99 2388.13 8151.93 8.3316 394 39.16 23.5886
19 129 642.52 1585.86 1411.02 558.54 2388.09 9067.59 47.35 526.55 2388.14 8146.37 8.3371 393 39.11 23.611
19 130 642.21 1586.03 1404.6 558.23 2388.12 9074.01 47.33 526.2 2388.07 8149.52 8.3401 393 39.05 23.5733
19 131 641.63 1586.98 1404.26 558.92 2388.22 9069.0 47.25 526.43 2388.11 8154.66 8.3427 393 39.46 23.5451
19 132 641.96 1584.29 1405.37 559.32 2388.15 9078.14 47.25 526.16 2388.1 8156.04 8.3529 394 39.2 23.5443
19 133 642.23 1587.84 1405.83 559.67 2388.09 9072.69 47.47 526.95 2388.13 8155.92 8.3501 393 39.29 23.4845
19 134 642.53 1590.55 1400.62 558.75 2388.17 9065.26 47.51 526.75 2388.13 8149.64 8.3552 392 39.42 23.4679
19 135 642.24 1582.1 1405.36 558.11 2388.15 9076.65 47.37 525.92 2388.13 8144.96 8.3503 393 39.27 23.4191
19 136 642.3 1587.76 1396.09 558.73 2388.15 9075.13 47.48 526.19 2388.17 8147.78 8.3527 393 39.18 23.5155
19 137 642.17 1589.24 1400.38 558.7 2388.11 9071.32 47.36 526.56 2388.09 8153.33 8.3728 394 39.17 23.5105
19 138 642.75 1590.01 1397.38 559.48 2388.18 9068.9 47.57 527.08 2388.21 8151.45 8.3069 392 39.18 23.5749
19 139 642.16 1589.27 1409.14 559.57 2388.1 9069.47 47.46 527.23 2388.15 8157.35 8.3333 392 39.38 23.5603
19 140 642.27 1587.27 1403.63 558.57 2388.12 9071.72 47.18 526.55 2388.18 8155.15 8.3409 393 39.27 23.5065
19 141 642.22 1589.89 1403.94 559.04 2388.13 9076.25 47.39 526.54 2388.19 8151.15 8.3379 392 39.07 23.5529
19 142 641.87 1580.02 1405.08 559.45 2388.12 9081.55 47.33 526.49 2388.18 8154.81 8.3584 393 39.34 23.5776
19 143 642.25 1590.79 1400.7 559.07 2388.19 9076.17 47.55 526.83 2388.13 8155.96 8.3404 393 39.24 23.5377
19 144 642.97 1589.96 1397.8 558.52 2388.2 9068.42 47.57 526.74 2388.13 8151.99 8.3678 391 39.32 23.4346
19 145 642.63 1588.47 1395.21 558.92 2388.17 9068.19 47.34 526.74 2388.16 8144.36 8.3185 391 39.27 23.4808
19 146 642.43 1584.67 1402.33 559.15 2388.19 9077.34 47.51 526.8 2388.18 8155.28 8.3508 393 39.38 23.5633
19 147 642.14 1587.03 1403.4 559.09 2388.14 9078.18 47.34 527.08 2388.11 8154.74 8.3844 392 39.2 23.623
19 148 642.27 1585.34 1410.06 560.37 2388.17 9075.79 47.5 526.7 2388.19 8155.21 8.3118 393 39.51 23.6927
19 149 642.77 1585.41 1409.67 558.82 2388.18 9075.71 47.44 527.23 2388.2 8161.7 8.3189 394 39.34 23.5647
19 150 641.98 1588.26 1408.59 559.66 2388.15 9069.84 47.22 527.02 2388.17 8153.24 8.3489 393 39.26 23.5873
19 151 643.01 1590.89 1403.36 559.49 2388.12 9077.94 47.44 526.84 2388.17 8149.99 8.3602 393 39.32 23.5222
19 152 642.69 1585.3 1407.32 558.94 2388.15 9072.18 47.42 527.93 2388.12 8155.85 8.3318 392 39.49 23.4596
19 153 642.01 1584.84 1403.2 558.76 2388.2 9076.69 47.35 526.79 2388.21 8159.92 8.3439 393 39.28 23.5949
19 154 643.15 1593.92 1401.68 559.85 2388.16 9080.1 47.39 527.85 2388.2 8153.75 8.3819 393 39.32 23.5377
19 155 641.8 1584.47 1399.29 559.25 2388.19 9079.33 47.37 527.52 2388.16 8153.01 8.3369 394 39.34 23.6565
19 156 642.82 1590.44 1408.24 560.24 2388.22 9068.71 47.59 527.29 2388.17 8151.26 8.3241 393 39.11 23.5367
19 157 642.42 1590.43 1412.28 560.04 2388.19 9075.16 47.51 527.52 2388.16 8152.82 8.3218 392 39.23 23.6623
19 158 642.16 1593.7 1404.72 559.75 2388.21 9079.86 47.52 528.02 2388.22 8155.47 8.3304 394 39.26 23.5397
19 159 642.18 1587.69 1413.87 559.24 2388.15 9078.15 47.42 527.38 2388.19 8152.58 8.3572 391 39.18 23.595
19 160 642.61 1592.69 1400.93 559.86 2388.12 9080.83 47.47 528.01 2388.19 8160.91 8.3769 392 39.45 23.5975
19 161 642.54 1590.17 1408.36 560.48 2388.14 9079.13 47.34 526.91 2388.15 8157.34 8.3164 393 39.35 23.5462
19 162 642.61 1588.36 1405.43 560.61 2388.19 9080.74 47.54 528.1 2388.22 8154.35 8.3307 393 39.26 23.5435
19 163 642.81 1589.23 1406.12 560.72 2388.16 9079.12 47.59 528.5 2388.23 8157.9 8.3348 394 39.44 23.5012
19 164 642.61 1590.2 1408.51 559.41 2388.18 9076.87 47.62 527.69 2388.22 8159.54 8.376 393 39.27 23.5645
19 165 642.57 1592.43 1398.35 560.91 2388.19 9078.24 47.64 528.04 2388.22 8156.64 8.3009 393 39.2 23.4723
19 166 642.88 1595.48 1412.29 560.42 2388.22 9068.52 47.38 528.44 2388.21 8159.84 8.3511 394 39.33 23.5006
19 167 642.57 1592.28 1405.44 559.91 2388.15 9076.23 47.48 527.52 2388.22 8155.92 8.3443 396 39.26 23.6089
19 168 642.69 1587.91 1402.44 561.31 2388.3 9077.71 47.6 528.18 2388.22 8160.1 8.337 392 39.49 23.55
19 169 642.38 1592.27 1402.16 560.56 2388.21 9072.95 47.28 527.43 2388.2 8156.06 8.3213 393 39.47 23.6432
19 170 642.71 1591.74 1410.99 561.03 2388.21 9081.64 47.77 528.55 2388.25 8156.76 8.2899 394 39.35 23.5746
19 171 642.12 1589.62 1410.56 560.64 2388.23 9079.59 47.51 528.61 2388.18 8159.36 8.3511 394 39.45 23.55
19 172 642.46 1600.86 1408.31 560.31 2388.22 9077.47 47.7 527.89 2388.2 8155.34 8.316 394 39.39 23.5807
19 173 642.8 1587.54 1407.88 559.88 2388.2 9087.71 47.69 528.58 2388.25 8158.24 8.3177 394 39.24 23.488
19 174 642.45 1590.71 1400.17 560.48 2388.27 9074.3 47.64 528.0 2388.22 8158.04 8.3044 394 39.36 23.5975
19 175 642.26 1589.21 1407.36 560.85 2388.2 9079.65 47.51 528.68 2388.26 8159.62 8.3343 393 39.28 23.5597
19 176 643.34 1600.38 1399.52 561.48 2388.29 9082.79 47.72 528.93 2388.23 8161.84 8.3486 395 39.36 23.7233
19 177 642.92 1598.03 1412.4 561.74 2388.2 9077.22 47.52 528.07 2388.2 8161.7 8.3333 394 39.34 23.5224
19 178 643.1 1590.17 1409.32 560.97 2388.19 9077.31 47.55 528.9 2388.23 8163.35 8.3151 392 39.52 23.5869
19 179 642.53 1587.77 1413.66 561.53 2388.22 9082.01 47.71 529.21 2388.25 8159.33 8.3214 394 39.25 23.6357
19 180 642.87 1592.94 1410.4 562.28 2388.27 9085.0 47.8 528.61 2388.3 8163.36 8.2848 395 39.33 23.6356
19 181 641.92 1599.18 1410.24 561.52 2388.27 9081.0 47.56 529.06 2388.23 8161.36 8.2616 393 39.2 23.5997
19 182 642.38 1588.17 1408.24 561.88 2388.25 9079.84 47.6 529.25 2388.28 8162.26 8.2565 394 39.28 23.5816
19 183 642.86 1600.51 1404.0 562.65 2388.28 9086.57 47.68 529.45 2388.25 8160.58 8.3082 395 39.36 23.4976
19 184 642.94 1586.49 1410.82 561.45 2388.27 9084.43 47.57 529.21 2388.21 8163.18 8.3243 392 39.31 23.5599
19 185 642.7 1590.4 1411.62 561.56 2388.29 9088.23 47.41 529.31 2388.28 8163.76 8.2807 394 39.37 23.5967
19 186 643.2 1588.55 1406.18 562.65 2388.29 9080.28 47.61 530.27 2388.31 8161.67 8.3013 394 39.54 23.5516
19 187 642.93 1588.8 1413.78 562.22 2388.33 9089.71 47.51 530.26 2388.29 8163.32 8.3384 394 39.29 23.5866
19 188 642.1 1588.9 1407.55 562.18 2388.28 9085.62 47.68 529.74 2388.27 8162.66 8.309 392 39.31 23.597
19 189 643.43 1593.78 1416.04 562.28 2388.31 9091.68 47.64 529.79 2388.24 8157.7 8.3255 394 39.22 23.6699
19 190 642.76 1592.03 1398.04 561.84 2388.29 9090.21 47.63 530.19 2388.25 8167.49 8.3164 395 39.44 23.6109
19 191 642.87 1597.19 1405.18 562.94 2388.31 9093.96 47.69 530.3 2388.32 8163.79 8.2777 393 39.4 23.6324
19 192 642.56 1589.28 1412.9 563.0 2388.2 9083.48 47.74 530.05 2388.31 8162.52 8.2886 394 39.55 23.7056
19 193 642.78 1597.52 1412.58 563.58 2388.31 9091.97 47.73 530.47 2388.33 8166.55 8.3125 394 39.34 23.6687
19 194 643.21 1593.8 1416.41 562.76 2388.32 9085.63 47.76 530.87 2388.33 8166.97 8.3064 393 39.48 23.6775
19 195 642.8 1594.95 1414.47 562.99 2388.33 9092.67 47.65 530.43 2388.31 8167.19 8.2835 392 39.43 23.6974
19 196 642.97 1587.68 1410.61 562.63 2388.37 9092.99 47.56 530.53 2388.33 8169.28 8.3237 394 39.27 23.8002
19 197 643.08 1591.66 1410.62 563.48 2388.33 9101.19 47.67 530.3 2388.29 8164.01 8.3032 394 39.36 23.5441
19 198 642.91 1601.2 1415.15 563.22 2388.3 9095.58 47.67 531.34 2388.39 8171.2 8.2916 396 39.33 23.6088
19 199 642.22 1596.53 1419.36 563.41 2388.33 9095.65 47.71 531.23 2388.32 8162.1 8.3011 395 39.4 23.6626
19 200 643.03 1592.01 1415.05 563.19 2388.34 9092.74 47.78 531.12 2388.39 8176.37 8.289 395 39.54 23.5922
19 201 642.74 1593.18 1411.72 563.51 2388.35 9090.49 47.82 531.23 2388.38 8169.25 8.3059 396 39.51 23.7613
19 202 643.29 1589.08 1411.48 563.81 2388.37 9101.06 47.83 531.55 2388.36 8169.05 8.2908 394 39.48 23.7018
19 203 642.7 1595.61 1415.08 564.49 2388.34 9095.36 47.69 531.64 2388.33 8167.69 8.2699 394 39.43 23.7169
19 204 642.9 1595.4 1417.68 565.3 2388.33 9098.45 47.81 532.16 2388.36 8168.59 8.2897 395 39.35 23.6165
19 205 643.07 1592.3 1417.22 563.86 2388.35 9103.03 47.81 531.78 2388.34 8168.33 8.266 395 39.47 23.6603
19 206 642.71 1600.74 1411.14 564.05 2388.33 9088.22 47.75 531.23 2388.36 8171.77 8.3025 394 39.48 23.6456
19 207 642.89 1601.7 1418.17 564.89 2388.36 9104.42 47.78 532.17 2388.39 8168.26 8.2611 393 39.49 23.7374
19 208 642.98 1599.95 1417.29 565.71 2388.4 9106.54 47.83 532.38 2388.35 8171.18 8.2656 395 39.44 23.7971
19 209 642.6 1593.25 1422.65 565.6 2388.4 9104.48 47.82 532.43 2388.37 8174.54 8.2551 395 39.3 23.6821
19 210 642.63 1598.27 1419.73 564.77 2388.37 9101.99 47.75 532.48 2388.41 8177.92 8.2734 395 39.56 23.7683
19 211 642.86 1592.67 1423.98 565.74 2388.36 9100.0 48.05 532.99 2388.45 8179.39 8.2722 394 39.45 23.7484
19 212 642.72 1594.44 1418.83 565.53 2388.42 9102.12 47.86 532.67 2388.43 8178.62 8.2543 397 39.53 23.7758
19 213 643.98 1590.55 1418.74 566.27 2388.45 9107.01 47.94 533.06 2388.47 8180.25 8.239 394 39.61 23.6745
19 214 643.47 1592.35 1418.25 565.76 2388.41 9110.09 47.65 533.3 2388.46 8182.23 8.2567 396 39.7 23.7474
19 215 642.96 1597.37 1416.15 566.56 2388.37 9107.36 47.98 533.62 2388.49 8174.75 8.2681 395 39.55 23.7552
19 216 642.89 1602.36 1421.43 566.64 2388.41 9112.92 47.89 534.18 2388.45 8175.73 8.2383 394 39.46 23.6303
19 217 643.03 1597.38 1421.32 566.71 2388.46 9112.08 48.14 533.67 2388.42 8179.23 8.2723 396 39.39 23.76
19 218 643.35 1593.36 1417.23 566.39 2388.5 9111.91 48.17 534.06 2388.43 8179.78 8.2689 397 39.42 23.7305
19 219 643.05 1598.2 1419.09 566.96 2388.43 9108.62 47.78 533.71 2388.49 8182.51 8.2726 396 39.54 23.7228
19 220 642.64 1601.14 1420.38 567.02 2388.52 9109.49 48.09 533.68 2388.55 8183.64 8.2498 398 39.65 23.6648
19 221 643.32 1600.14 1416.51 567.6 2388.51 9116.33 48.03 534.54 2388.55 8180.34 8.25 396 39.44 23.7278
19 222 643.71 1604.57 1420.98 567.12 2388.53 9112.03 47.9 534.64 2388.51 8185.63 8.2582 396 39.55 23.6936
19 223 643.49 1598.71 1417.48 567.84 2388.49 9123.77 47.9 535.22 2388.47 8183.12 8.2385 396 39.52 23.8107
19 224 643.05 1597.03 1419.23 568.39 2388.53 9116.78 48.24 535.92 2388.54 8184.19 8.2627 396 39.68 23.8812
19 225 642.76 1605.57 1432.41 568.6 2388.51 9121.59 48.25 535.57 2388.51 8188.08 8.2537 398 39.58 23.8216
19 226 643.16 1602.54 1420.71 568.57 2388.49 9123.03 48.05 535.68 2388.53 8185.12 8.2324 395 39.57 23.872
19 227 643.03 1598.38 1417.61 568.73 2388.59 9119.39 48.15 536.47 2388.52 8188.55 8.2353 399 39.74 23.7653
19 228 643.01 1604.06 1420.49 568.38 2388.49 9126.36 48.14 535.33 2388.49 8189.65 8.2522 397 39.62 23.8272
19 229 643.31 1601.04 1426.21 570.22 2388.58 9126.1 48.33 537.35 2388.59 8192.35 8.2462 398 39.73 23.7624
20 1 642.14 1588.39 1394.66 555.44 2388.02 9052.57 47.29 523.07 2388.02 8143.47 8.3748 390 39.07 23.5551
20 2 642.22 1582.28 1393.97 555.57 2388.0 9058.93 47.03 523.32 2388.01 8135.32 8.3726 391 39.06 23.5163
20 3 642.04 1580.78 1395.05 555.78 2388.03 9056.51 47.29 523.25 2388.06 8132.14 8.3514 391 39.07 23.5379
20 4 642.59 1579.03 1393.4 555.92 2388.04 9053.63 47.33 523.83 2388.04 8138.49 8.3732 390 39.17 23.4119
20 5 641.98 1585.6 1394.45 555.49 2388.0 9058.25 47.13 522.58 2388.05 8137.16 8.383 392 39.07 23.4331
20 6 641.63 1590.75 1390.29 556.16 2388.06 9057.16 47.0 523.57 2388.04 8142.02 8.374 391 39.04 23.4287
20 7 642.11 1588.33 1397.76 555.56 2388.04 9057.26 47.14 523.7 2387.95 8146.61 8.4163 390 39.03 23.4678
20 8 641.96 1582.62 1394.22 556.02 2388.03 9057.07 47.06 523.28 2388.04 8139.67 8.384 391 39.04 23.4015
20 9 642.32 1588.05 1400.49 554.86 2388.06 9052.41 47.27 523.48 2388.04 8135.96 8.3997 392 39.07 23.5636
20 10 642.36 1584.21 1391.62 556.26 2388.02 9063.02 47.07 523.36 2388.02 8139.04 8.3895 391 39.18 23.4808
20 11 641.94 1594.55 1395.77 555.78 2388.06 9061.59 47.12 524.02 2388.05 8140.52 8.411 392 39.03 23.5713
20 12 641.76 1578.45 1399.9 555.55 2387.96 9062.11 47.33 523.76 2388.05 8133.9 8.3731 391 39.15 23.4415
20 13 641.86 1585.23 1402.62 555.94 2388.04 9054.35 47.18 523.19 2388.02 8143.7 8.326 392 39.32 23.4485
20 14 642.23 1577.93 1399.2 556.19 2388.05 9059.17 47.21 523.6 2388.13 8139.83 8.3987 393 39.16 23.449
20 15 642.33 1583.52 1402.71 555.18 2388.1 9062.28 47.09 523.49 2388.02 8140.78 8.405 391 39.05 23.5465
20 16 642.24 1580.34 1399.65 556.14 2388.08 9057.78 47.04 523.71 2387.98 8136.23 8.4047 392 39.0 23.397
20 17 642.31 1584.79 1394.96 555.58 2388.06 9056.32 47.13 523.37 2387.99 8140.18 8.3689 391 39.1 23.5251
20 18 641.8 1583.33 1403.43 555.59 2388.04 9057.17 47.08 523.56 2388.01 8136.66 8.3681 391 39.1 23.5184
20 19 641.84 1583.9 1398.75 555.06 2388.02 9058.28 47.29 523.33 2388.03 8138.4 8.3729 392 38.97 23.5209
20 20 641.95 1585.48 1394.97 555.17 2388.07 9054.07 47.03 523.8 2388.0 8142.56 8.3443 391 38.98 23.3689
20 21 642.39 1580.73 1400.65 555.43 2388.05 9056.28 47.34 523.43 2388.06 8139.81 8.3829 392 39.29 23.4201
20 22 641.95 1579.12 1394.31 555.26 2388.01 9059.0 47.07 522.96 2388.02 8137.72 8.3563 392 39.24 23.4951
20 23 642.15 1583.51 1397.64 555.85 2388.01 9062.31 46.93 523.12 2388.02 8135.19 8.358 390 39.12 23.4084
20 24 641.61 1586.3 1391.2 554.89 2388.02 9054.4 47.3 522.65 2388.09 8144.0 8.374 390 39.19 23.4782
20 25 642.31 1578.0 1398.01 556.13 2387.98 9055.49 47.21 523.74 2388.12 8140.73 8.343 392 39.13 23.5303
20 26 642.3 1587.81 1402.96 555.19 2387.98 9058.78 47.35 523.66 2388.01 8141.73 8.3716 390 39.18 23.5147
20 27 642.08 1588.68 1398.35 557.08 2388.0 9056.92 47.09 523.66 2388.02 8140.13 8.384 391 38.92 23.4581
20 28 642.39 1591.51 1403.57 556.04 2388.01 9049.33 47.15 523.41 2388.06 8139.44 8.3636 391 39.06 23.3999
20 29 642.26 1590.92 1390.89 555.44 2388.07 9062.31 46.97 523.55 2387.98 8136.19 8.3549 391 39.16 23.5503
20 30 642.23 1581.41 1402.77 555.7 2387.99 9066.63 46.95 522.84 2387.99 8141.3 8.3862 391 39.06 23.5337
20 31 642.31 1585.01 1394.53 556.2 2388.0 9059.43 47.18 523.76 2388.03 8141.84 8.3677 392 38.94 23.515
20 32 642.87 1581.46 1390.98 555.49 2388.06 9055.21 47.06 523.36 2388.07 8137.97 8.3421 391 39.0 23.4181
20 33 641.9 1582.61 1388.69 555.53 2388.01 9058.1 47.24 523.87 2388.05 8134.45 8.3921 392 38.87 23.4697
20 34 642.63 1587.29 1398.71 554.91 2388.08 9056.49 47.12 523.4 2387.98 8138.0 8.3977 391 39.26 23.408
20 35 642.18 1576.5 1401.21 555.13 2388.08 9057.73 47.21 523.98 2387.99 8140.87 8.3735 392 39.01 23.4535
20 36 642.48 1582.76 1394.41 555.87 2388.01 9056.22 47.2 523.24 2388.06 8138.96 8.4184 391 39.12 23.458
20 37 642.47 1584.0 1400.73 554.78 2387.98 9056.88 47.08 523.61 2388.0 8142.85 8.3705 390 39.11 23.5084
20 38 642.29 1577.0 1387.62 556.83 2388.06 9058.5 47.27 523.47 2388.13 8139.42 8.3571 392 39.17 23.4937
20 39 642.47 1584.21 1393.56 555.5 2388.05 9056.6 47.26 523.68 2388.03 8138.77 8.3757 392 39.12 23.5348
20 40 642.09 1587.62 1389.96 555.13 2387.98 9056.55 47.0 523.11 2388.02 8139.02 8.3615 390 39.15 23.4896
20 41 641.72 1584.53 1393.96 555.44 2387.99 9055.56 47.22 523.4 2388.01 8141.22 8.3852 392 39.27 23.487
20 42 642.39 1587.38 1391.11 555.68 2388.0 9054.59 47.1 523.5 2388.04 8142.52 8.3517 392 39.07 23.4194
20 43 641.95 1582.11 1393.46 556.05 2387.99 9061.43 47.2 523.88 2388.02 8141.84 8.3852 392 39.07 23.5162
20 44 642.16 1586.35 1391.11 556.08 2387.99 9056.93 47.16 523.33 2387.98 8140.76 8.3809 391 38.86 23.5343
20 45 642.73 1592.44 1394.35 555.2 2388.04 9054.43 47.13 523.38 2388.09 8139.6 8.3507 392 39.15 23.4485
20 46 641.81 1579.8 1398.68 555.8 2388.01 9050.44 47.38 523.94 2388.07 8138.71 8.3815 392 39.18 23.4363
20 47 641.78 1582.71 1398.43 555.72 2388.07 9061.04 47.32 523.11 2388.01 8143.84 8.3905 392 39.13 23.4421
20 48 642.26 1585.75 1387.7 555.37 2388.0 9050.71 47.2 522.85 2388.02 8137.37 8.3785 391 38.99 23.5009
20 49 642.55 1584.96 1390.39 555.55 2387.99 9057.59 47.13 523.39 2388.04 8140.56 8.3854 391 39.17 23.5023
20 50 642.17 1581.21 1397.23 556.49 2387.97 9059.61 47.09 523.66 2387.98 8139.33 8.3828 391 39.13 23.4248
20 51 642.31 1580.89 1395.0 555.37 2388.03 9059.64 47.27 523.01 2388.03 8132.88 8.394 391 39.12 23.4598
20 52 642.26 1585.63 1393.76 555.72 2388.02 9059.67 47.09 523.59 2388.08 8141.65 8.3732 391 39.17 23.45
20 53 642.0 1579.48 1399.74 555.61 2387.97 9055.98 47.04 522.94 2388.06 8136.5 8.4096 391 39.09 23.4948
20 54 641.64 1586.0 1398.52 555.6 2387.95 9059.02 47.04 523.25 2388.04 8133.45 8.4054 392 39.22 23.4279
20 55 641.97 1587.29 1399.49 555.88 2388.04 9057.48 47.16 523.64 2388.02 8139.9 8.3613 392 39.06 23.4946
20 56 642.08 1585.07 1397.37 555.43 2388.01 9055.75 47.21 523.27 2388.02 8135.47 8.4203 392 39.13 23.6091
20 57 642.04 1581.14 1396.23 555.94 2388.01 9059.57 47.18 523.31 2388.01 8142.94 8.3604 391 39.29 23.5769
20 58 642.2 1581.92 1402.29 556.01 2388.07 9059.59 47.28 523.5 2388.03 8139.3 8.3414 393 39.08 23.5751
20 59 642.11 1586.54 1394.66 554.8 2388.02 9053.61 47.24 523.5 2388.03 8140.78 8.3547 390 39.0 23.4205
20 60 641.91 1583.83 1407.71 555.91 2388.07 9057.2 47.28 523.59 2388.02 8137.19 8.4185 392 39.24 23.373
20 61 642.11 1586.88 1401.97 555.22 2388.01 9055.08 47.42 523.89 2387.98 8139.71 8.3389 391 39.0 23.4395
20 62 642.09 1586.97 1391.7 555.79 2388.03 9056.72 47.23 522.98 2388.08 8145.79 8.3738 391 39.05 23.3348
20 63 642.01 1582.9 1394.74 556.53 2388.01 9059.64 47.1 523.66 2388.04 8141.4 8.3556 393 38.97 23.5497
20 64 642.11 1587.88 1398.92 556.48 2388.08 9058.57 47.16 523.86 2388.06 8141.59 8.3683 391 39.21 23.4959
20 65 642.02 1578.63 1404.09 555.33 2388.03 9046.14 47.31 523.62 2388.01 8134.48 8.3522 390 39.01 23.4473
20 66 642.27 1576.74 1392.36 555.65 2388.03 9051.34 47.27 523.66 2388.02 8147.33 8.3601 391 39.05 23.3546
20 67 641.49 1587.98 1394.19 555.53 2388.03 9053.41 47.31 523.43 2387.99 8141.03 8.3488 393 38.9 23.4225
20 68 642.14 1588.71 1390.21 555.51 2388.01 9053.88 47.14 523.07 2388.03 8140.63 8.3668 392 39.1 23.393
20 69 642.37 1578.1 1393.74 555.24 2388.0 9055.89 47.09 523.01 2388.02 8142.99 8.4119 392 39.12 23.4183
20 70 641.87 1587.93 1397.2 555.41 2387.97 9056.01 47.3 523.41 2388.06 8140.16 8.3873 392 38.96 23.3998
20 71 641.84 1582.45 1394.87 555.77 2388.05 9055.65 47.18 523.72 2388.08 8140.05 8.4035 391 39.09 23.491
20 72 641.92 1578.52 1399.66 556.41 2388.06 9055.79 47.35 524.59 2388.03 8140.49 8.3667 392 39.14 23.5308
20 73 642.43 1583.52 1401.6 555.86 2388.04 9056.09 47.26 523.47 2387.98 8139.74 8.3772 391 39.28 23.4248
20 74 642.33 1582.16 1394.07 556.59 2388.1 9066.77 47.05 523.59 2388.05 8140.82 8.3512 392 39.06 23.6193
20 75 642.56 1576.92 1396.13 555.49 2388.06 9057.55 47.27 523.73 2388.02 8144.82 8.3751 392 39.14 23.4894
20 76 641.76 1577.05 1390.63 555.85 2388.02 9062.79 47.07 524.19 2388.08 8146.03 8.3658 393 39.3 23.3958
20 77 642.15 1584.44 1403.07 555.47 2388.0 9055.25 47.26 523.97 2387.99 8141.82 8.3748 393 38.97 23.4428
20 78 642.24 1584.43 1398.99 556.04 2388.05 9051.82 47.16 524.46 2388.08 8142.86 8.3684 391 39.07 23.4077
20 79 642.23 1589.09 1397.82 554.99 2388.03 9058.83 47.24 523.89 2388.08 8137.58 8.3674 391 39.11 23.5277
20 80 642.13 1577.54 1389.04 555.9 2387.97 9055.35 47.28 523.56 2388.07 8134.78 8.3451 391 39.2 23.5492
20 81 642.31 1584.49 1396.96 555.98 2388.03 9055.71 47.17 523.35 2388.02 8136.39 8.4102 391 38.94 23.4505
20 82 642.17 1589.87 1399.52 555.71 2388.04 9062.27 47.06 523.76 2388.05 8145.39 8.3838 392 39.14 23.4968
20 83 642.21 1578.91 1399.66 556.68 2388.05 9056.6 47.2 523.51 2388.03 8135.87 8.3808 390 39.01 23.421
20 84 642.47 1585.96 1393.47 555.96 2388.04 9053.94 47.19 523.25 2387.98 8140.95 8.4066 392 39.11 23.499
20 85 642.44 1581.75 1400.95 555.85 2388.05 9050.38 47.15 523.46 2388.09 8141.46 8.345 392 39.02 23.4614
20 86 642.28 1583.83 1388.93 555.41 2388.05 9055.47 47.07 523.51 2388.01 8137.83 8.3648 390 39.08 23.5338
20 87 642.54 1587.26 1394.89 555.42 2388.01 9057.27 47.13 523.47 2388.05 8138.87 8.4143 391 39.07 23.4052
20 88 642.13 1579.59 1393.3 555.78 2388.0 9055.77 47.32 523.88 2387.98 8141.45 8.3146 391 39.19 23.4459
20 89 641.88 1584.22 1396.4 554.68 2388.04 9055.41 47.15 523.53 2388.01 8138.87 8.3981 392 39.22 23.4433
20 90 642.28 1583.88 1398.61 556.04 2387.98 9060.97 47.13 523.54 2388.05 8143.32 8.3628 390 39.05 23.5048
20 91 642.18 1585.4 1395.48 556.29 2388.08 9054.37 47.18 523.13 2388.07 8136.95 8.3638 392 39.18 23.4857
